Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Department,Region,Tenure_Years,Performance_Level
EMP1176,Alice,Williams,30.0,Admin-Illinois,Pending,2022-03-31,54870.98,alice.williams@example.com,-6133155205,Good,0,Admin,Illinois,4.26,3
EMP1177,Alice,Williams,25.0,DevOps-Illinois,Active,2022-02-09,79388.27,alice.williams@example.com,-5063731494,Average,1,DevOps,Illinois,4.4,2
EMP1178,Frank,Smith,35.0,DevOps-California,Pending,2023-05-06,55946.99,frank.smith@example.com,-136497188,Average,0,DevOps,California,3.16,2
EMP1179,Charlie,Williams,30.0,Cloud Tech-Nevada,Active,2021-07-11,81017.91,charlie.williams@example.com,-2419562524,Excellent,1,Cloud Tech,Nevada,4.98,4
EMP1180,Heidi,Jones,40.0,HR-New York,Pending,2020-08-21,74162.1,heidi.jones@example.com,-7150997682,Excellent,0,HR,New York,5.87,4
EMP1181,Heidi,Davis,30.0,DevOps-California,Active,2021-03-27,77668.44,heidi.davis@example.com,-8903091435,Good,1,DevOps,California,5.27,3
EMP1182,Alice,Miller,30.0,HR-New York,Active,2024-04-14,67886.37,alice.miller@example.com,-3910257431,Poor,0,HR,New York,2.22,1
EMP1183,Alice,Williams,40.0,DevOps-Florida,Active,2020-09-21,76614.52,alice.williams@example.com,-6303975244,Good,1,DevOps,Florida,5.78,3
EMP1184,Frank,Smith,25.0,Finance-Nevada,Active,2022-06-12,51311.91,frank.smith@example.com,-864035532,Excellent,0,Finance,Nevada,4.06,4
EMP1185,Frank,Jones,30.0,Finance-Illinois,Inactive,2023-12-24,94809.92,frank.jones@example.com,-8033968526,Good,1,Finance,Illinois,2.53,3
EMP1186,Grace,Johnson,25.0,HR-New York,Pending,2022-07-31,108241.81,grace.johnson@example.com,-171302320,Excellent,1,HR,New York,3.93,4
EMP1187,Bob,Davis,40.0,Cloud Tech-New York,Inactive,2023-04-21,78031.49,bob.davis@example.com,-2983381673,Good,1,Cloud Tech,New York,3.2,3
EMP1188,Eva,Davis,35.0,Admin-California,Active,2020-06-05,85733.83,eva.davis@example.com,-2336293448,Excellent,1,Admin,California,6.08,4
EMP1189,David,Miller,35.0,HR-Nevada,Pending,2024-07-27,60338.29,david.miller@example.com,-7347156626,Excellent,0,HR,Nevada,1.94,4
EMP1190,Eva,Davis,30.0,Admin-Illinois,Active,2024-04-05,103140.67,eva.davis@example.com,-7689627065,Excellent,0,Admin,Illinois,2.25,4
EMP1191,Heidi,Williams,40.0,Sales-Illinois,Inactive,2023-10-26,114690.8,heidi.williams@example.com,-1498282466,Poor,1,Sales,Illinois,2.69,1
EMP1192,Frank,Smith,35.0,Admin-Florida,Active,2022-08-18,80954.56,frank.smith@example.com,-4746897151,Good,0,Admin,Florida,3.88,3
EMP1193,Eva,Davis,30.0,Cloud Tech-California,Pending,2020-05-31,71728.55,eva.davis@example.com,-7323008575,Good,1,Cloud Tech,California,6.09,3
EMP1194,Alice,Davis,35.0,HR-Texas,Pending,2024-11-04,118415.8,alice.davis@example.com,-6656749159,Good,1,HR,Texas,1.66,3
EMP1195,Grace,Johnson,40.0,Sales-Illinois,Pending,2020-03-25,81481.36,grace.johnson@example.com,-1692364586,Excellent,0,Sales,Illinois,6.28,4
EMP1196,David,Johnson,35.0,Sales-Florida,Pending,2020-11-04,117040.57,david.johnson@example.com,-5066337049,Good,1,Sales,Florida,5.66,3
EMP1197,Frank,Brown,25.0,Sales-Nevada,Active,2020-03-21,67342.06,frank.brown@example.com,-2497243991,Good,1,Sales,Nevada,6.29,3
EMP1198,Heidi,Jones,30.0,Sales-Illinois,Active,2022-01-15,76099.64,heidi.jones@example.com,-116691835,Excellent,0,Sales,Illinois,4.47,4
EMP1199,Grace,Williams,35.0,DevOps-Illinois,Active,2024-06-04,94162.06,grace.williams@example.com,-2644886945,Average,1,DevOps,Illinois,2.08,2
EMP1200,Frank,Davis,25.0,Sales-Nevada,Inactive,2021-08-04,67639.7,frank.davis@example.com,-1195243639,Excellent,1,Sales,Nevada,4.91,4
EMP1201,Charlie,Garcia,35.0,Cloud Tech-Illinois,Pending,2020-10-16,114172.25,charlie.garcia@example.com,-2701168645,Good,1,Cloud Tech,Illinois,5.71,3
EMP1202,Grace,Davis,30.0,Sales-Nevada,Active,2021-09-26,89124.54,grace.davis@example.com,-2252237280,Excellent,1,Sales,Nevada,4.77,4
EMP1203,Frank,Smith,30.0,DevOps-Nevada,Pending,2023-11-04,113871.36,frank.smith@example.com,-7932302345,Average,0,DevOps,Nevada,2.66,2
EMP1204,Grace,Brown,30.0,HR-Texas,Inactive,2021-09-24,62618.4,grace.brown@example.com,-7912141613,Excellent,0,HR,Texas,4.77,4
EMP1205,Heidi,Jones,30.0,Admin-New York,Active,2020-06-07,70705.45,heidi.jones@example.com,-1509377099,Good,0,Admin,New York,6.07,3
EMP1206,Alice,Garcia,35.0,Sales-New York,Pending,2022-02-10,60797.69,alice.garcia@example.com,-4090138068,Average,1,Sales,New York,4.39,2
EMP1207,Charlie,Brown,40.0,Cloud Tech-Florida,Inactive,2023-10-17,100371.0,charlie.brown@example.com,-8477596554,Poor,1,Cloud Tech,Florida,2.71,1
EMP1208,Eva,Miller,40.0,Admin-Illinois,Active,2021-09-25,117591.76,eva.miller@example.com,-5356690550,Good,0,Admin,Illinois,4.77,3
EMP1209,David,Jones,35.0,DevOps-Illinois,Inactive,2022-08-03,103860.7,david.jones@example.com,-762091842,Average,1,DevOps,Illinois,3.92,2
EMP1210,Grace,Davis,30.0,Admin-Illinois,Active,2024-11-22,67500.22,grace.davis@example.com,-5797863049,Average,1,Admin,Illinois,1.61,2
EMP1211,Frank,Davis,30.0,Cloud Tech-Nevada,Pending,2024-10-09,58727.44,frank.davis@example.com,-5057397690,Poor,1,Cloud Tech,Nevada,1.73,1
EMP1212,Charlie,Jones,35.0,Finance-Illinois,Active,2024-08-28,80623.08,charlie.jones@example.com,-5671649327,Excellent,1,Finance,Illinois,1.85,4
EMP1213,David,Davis,40.0,HR-Texas,Inactive,2020-04-19,77751.78,david.davis@example.com,-9802714871,Excellent,0,HR,Texas,6.21,4
EMP1214,Grace,Williams,25.0,HR-New York,Active,2021-10-14,115157.81,grace.williams@example.com,-7178333210,Good,0,HR,New York,4.72,3
EMP1215,Frank,Jones,30.0,Admin-Texas,Inactive,2024-08-26,83071.85,frank.jones@example.com,-6025643470,Poor,0,Admin,Texas,1.85,1
EMP1216,Heidi,Brown,40.0,Sales-Texas,Active,2020-02-08,67914.67,heidi.brown@example.com,-2871539914,Excellent,1,Sales,Texas,6.4,4
EMP1217,Grace,Jones,25.0,HR-New York,Inactive,2020-09-06,53342.46,grace.jones@example.com,-6686334140,Poor,0,HR,New York,5.82,1
EMP1218,Heidi,Garcia,25.0,Cloud Tech-Florida,Pending,2023-01-02,51150.47,heidi.garcia@example.com,-1159319524,Excellent,0,Cloud Tech,Florida,3.5,4
EMP1219,David,Davis,30.0,HR-Florida,Active,2023-06-13,74697.12,david.davis@example.com,-6904098365,Average,1,HR,Florida,3.06,2
EMP1220,Charlie,Williams,25.0,Sales-California,Active,2022-12-13,88085.74,charlie.williams@example.com,-5528993159,Excellent,1,Sales,California,3.56,4
EMP1221,Alice,Williams,40.0,Finance-Texas,Pending,2022-03-03,118672.76,alice.williams@example.com,-8752437728,Poor,0,Finance,Texas,4.34,1
EMP1222,Alice,Miller,35.0,Cloud Tech-California,Active,2024-02-10,95997.31,alice.miller@example.com,-4209548148,Average,0,Cloud Tech,California,2.4,2
EMP1223,Frank,Brown,30.0,Cloud Tech-California,Pending,2021-11-24,106945.62,frank.brown@example.com,-7374605232,Average,0,Cloud Tech,California,4.61,2
EMP1224,Heidi,Johnson,40.0,DevOps-New York,Active,2020-05-09,100123.15,heidi.johnson@example.com,-276420864,Average,0,DevOps,New York,6.15,2
EMP1225,Alice,Johnson,35.0,Admin-Texas,Active,2024-12-19,52933.42,alice.johnson@example.com,-6756618442,Poor,1,Admin,Texas,1.54,1
EMP1226,Grace,Jones,30.0,Finance-California,Active,2024-03-22,95283.03,grace.jones@example.com,-8612590471,Good,0,Finance,California,2.28,3
EMP1227,Alice,Miller,35.0,HR-Texas,Inactive,2022-06-13,112264.06,alice.miller@example.com,-9277423329,Good,0,HR,Texas,4.06,3
EMP1228,Grace,Smith,35.0,Admin-Florida,Pending,2022-10-15,75714.28,grace.smith@example.com,-5912662014,Good,1,Admin,Florida,3.72,3
EMP1229,Eva,Jones,25.0,DevOps-Florida,Active,2022-05-31,92171.73,eva.jones@example.com,-7201859625,Poor,0,DevOps,Florida,4.09,1
EMP1230,Eva,Miller,35.0,Cloud Tech-Texas,Inactive,2023-09-15,70694.8,eva.miller@example.com,-3013674925,Average,1,Cloud Tech,Texas,2.8,2
EMP1231,Grace,Brown,30.0,DevOps-Florida,Inactive,2022-07-04,52964.86,grace.brown@example.com,-1764750110,Good,1,DevOps,Florida,4.0,3
EMP1232,Frank,Brown,30.0,Finance-California,Pending,2024-06-08,116353.31,frank.brown@example.com,-1783099973,Poor,1,Finance,California,2.07,1
EMP1233,Grace,Brown,35.0,Sales-Nevada,Pending,2020-11-23,116695.26,grace.brown@example.com,-1926764920,Good,0,Sales,Nevada,5.61,3
EMP1234,Heidi,Brown,25.0,Admin-Texas,Active,2024-05-13,95161.4,heidi.brown@example.com,-5182606887,Excellent,0,Admin,Texas,2.14,4
EMP1235,Alice,Brown,30.0,Admin-Nevada,Inactive,2022-01-29,76040.94,alice.brown@example.com,-7189813128,Good,1,Admin,Nevada,4.43,3
EMP1236,Charlie,Miller,30.0,HR-Florida,Inactive,2023-08-23,69508.28,charlie.miller@example.com,-2087510292,Good,0,HR,Florida,2.86,3
EMP1237,Alice,Miller,30.0,Finance-Illinois,Inactive,2023-02-24,58243.27,alice.miller@example.com,-2184011844,Average,0,Finance,Illinois,3.36,2
EMP1238,Heidi,Williams,30.0,Sales-California,Pending,2022-10-02,64012.48,heidi.williams@example.com,-8260340847,Poor,1,Sales,California,3.75,1
EMP1239,Bob,Garcia,40.0,Admin-Nevada,Inactive,2020-06-28,106735.93,bob.garcia@example.com,-7297585987,Average,1,Admin,Nevada,6.02,2
EMP1240,Frank,Johnson,35.0,DevOps-Texas,Pending,2023-01-15,70325.36,frank.johnson@example.com,-3103032431,Average,0,DevOps,Texas,3.47,2
EMP1241,Charlie,Davis,30.0,HR-Illinois,Active,2020-09-05,118959.28,charlie.davis@example.com,-9839542960,Average,1,HR,Illinois,5.83,2
EMP1242,David,Brown,40.0,Cloud Tech-California,Pending,2023-03-18,75823.78,david.brown@example.com,-8446267145,Average,0,Cloud Tech,California,3.3,2
EMP1243,Charlie,Smith,30.0,Cloud Tech-Texas,Inactive,2022-03-26,119971.65,charlie.smith@example.com,-2831435988,Average,0,Cloud Tech,Texas,4.27,2
EMP1244,Grace,Davis,40.0,Sales-Texas,Active,2021-10-11,94963.7,grace.davis@example.com,-2625660930,Good,0,Sales,Texas,4.73,3
EMP1245,Frank,Miller,30.0,Sales-Nevada,Pending,2021-01-07,103744.71,frank.miller@example.com,-4181861514,Average,0,Sales,Nevada,5.49,2
EMP1246,Alice,Smith,25.0,Sales-New York,Inactive,2020-12-03,61337.69,alice.smith@example.com,-5423401635,Average,1,Sales,New York,5.58,2
EMP1247,David,Smith,35.0,Sales-California,Active,2021-05-28,63741.13,david.smith@example.com,-1128497184,Poor,1,Sales,California,5.1,1
EMP1248,Eva,Smith,30.0,DevOps-California,Pending,2022-12-28,56539.99,eva.smith@example.com,-9484910255,Excellent,1,DevOps,California,3.52,4
EMP1249,Charlie,Williams,30.0,DevOps-Illinois,Pending,2023-05-24,73633.37,charlie.williams@example.com,-2588967923,Good,1,DevOps,Illinois,3.11,3
EMP1250,Alice,Miller,25.0,Cloud Tech-Texas,Pending,2024-04-28,90373.99,alice.miller@example.com,-822269404,Good,0,Cloud Tech,Texas,2.18,3
EMP1251,Grace,Smith,30.0,DevOps-Texas,Inactive,2024-12-25,93901.48,grace.smith@example.com,-3967275783,Good,0,DevOps,Texas,1.52,3
EMP1252,Eva,Brown,40.0,Admin-Nevada,Inactive,2021-09-01,81748.09,eva.brown@example.com,-4683414650,Average,1,Admin,Nevada,4.84,2
EMP1253,Charlie,Jones,40.0,Finance-Florida,Inactive,2021-02-21,73813.48,charlie.jones@example.com,-1131290147,Average,0,Finance,Florida,5.36,2
EMP1254,Frank,Smith,35.0,Finance-New York,Inactive,2022-11-20,89315.59,frank.smith@example.com,-7068277880,Average,0,Finance,New York,3.62,2
EMP1255,Heidi,Williams,25.0,HR-Florida,Active,2020-10-15,56776.82,heidi.williams@example.com,-6093068537,Poor,0,HR,Florida,5.72,1
EMP1256,Grace,Davis,30.0,Finance-New York,Active,2024-07-24,72920.51,grace.davis@example.com,-9097283214,Excellent,1,Finance,New York,1.94,4
EMP1257,Frank,Miller,30.0,Admin-Florida,Pending,2022-08-14,84913.18,frank.miller@example.com,-2850676250,Average,1,Admin,Florida,3.89,2
EMP1258,Alice,Garcia,25.0,Finance-Illinois,Inactive,2021-05-08,65060.11,alice.garcia@example.com,-5381447442,Excellent,1,Finance,Illinois,5.16,4
EMP1259,Alice,Williams,35.0,Finance-Illinois,Pending,2023-10-09,82941.08,alice.williams@example.com,-963480796,Poor,0,Finance,Illinois,2.74,1
EMP1260,Bob,Smith,40.0,Admin-California,Pending,2022-01-19,103469.97,bob.smith@example.com,-509754509,Good,1,Admin,California,4.45,3
EMP1261,Grace,Miller,25.0,Sales-Illinois,Active,2022-01-12,88725.6,grace.miller@example.com,-5265016730,Average,1,Sales,Illinois,4.47,2
EMP1262,Heidi,Jones,30.0,HR-Illinois,Pending,2023-06-05,58316.77,heidi.jones@example.com,-8826170242,Excellent,1,HR,Illinois,3.08,4
EMP1263,Grace,Smith,35.0,HR-Illinois,Inactive,2024-03-26,60098.72,grace.smith@example.com,-7654562840,Excellent,1,HR,Illinois,2.27,4
EMP1264,Grace,Williams,30.0,Cloud Tech-Texas,Active,2020-10-07,99951.43,grace.williams@example.com,-7722560530,Average,1,Cloud Tech,Texas,5.74,2
EMP1265,Heidi,Johnson,30.0,Sales-Illinois,Active,2021-11-02,115195.81,heidi.johnson@example.com,-3402665022,Good,1,Sales,Illinois,4.67,3
EMP1266,Grace,Brown,30.0,DevOps-California,Pending,2021-11-19,85512.05,grace.brown@example.com,-7416787255,Good,0,DevOps,California,4.62,3
EMP1267,Heidi,Garcia,30.0,HR-Florida,Active,2022-01-24,73186.77,heidi.garcia@example.com,-8621102257,Good,0,HR,Florida,4.44,3
EMP1268,Grace,Davis,30.0,HR-Nevada,Pending,2023-07-12,51865.3,grace.davis@example.com,-305690673,Poor,1,HR,Nevada,2.98,1
EMP1269,David,Williams,25.0,Sales-Florida,Active,2022-12-09,94031.77,david.williams@example.com,-4716392822,Excellent,1,Sales,Florida,3.57,4
EMP1270,Grace,Miller,30.0,DevOps-New York,Active,2023-03-18,116374.36,grace.miller@example.com,-4143637188,Excellent,0,DevOps,New York,3.3,4
EMP1271,Alice,Garcia,40.0,HR-Florida,Active,2022-04-25,98335.02,alice.garcia@example.com,-2392312603,Excellent,0,HR,Florida,4.19,4
EMP1272,Heidi,Garcia,25.0,DevOps-New York,Pending,2021-02-28,89262.07,heidi.garcia@example.com,-3260931065,Poor,1,DevOps,New York,5.34,1
EMP1273,Heidi,Garcia,30.0,Finance-California,Active,2022-07-30,113848.69,heidi.garcia@example.com,-8433567085,Excellent,1,Finance,California,3.93,4
EMP1274,Frank,Smith,35.0,Sales-Florida,Active,2021-05-19,69530.45,frank.smith@example.com,-414545634,Poor,1,Sales,Florida,5.13,1
EMP1275,Eva,Brown,35.0,DevOps-New York,Pending,2023-12-14,84230.22,eva.brown@example.com,-200053473,Good,1,DevOps,New York,2.55,3
EMP1276,Eva,Smith,35.0,Cloud Tech-Illinois,Pending,2023-01-17,76578.59,eva.smith@example.com,-9162475540,Average,0,Cloud Tech,Illinois,3.46,2
EMP1277,Frank,Miller,30.0,HR-Texas,Inactive,2024-01-02,55532.06,frank.miller@example.com,-1082555988,Excellent,1,HR,Texas,2.5,4
EMP1278,Eva,Smith,40.0,Admin-New York,Pending,2021-07-09,115311.68,eva.smith@example.com,-5343961128,Excellent,1,Admin,New York,4.99,4
EMP1279,Charlie,Johnson,25.0,Sales-Nevada,Pending,2021-05-05,66972.06,charlie.johnson@example.com,-1093371188,Good,1,Sales,Nevada,5.16,3
EMP1280,David,Brown,30.0,Cloud Tech-Texas,Inactive,2021-11-07,100215.06,david.brown@example.com,-5473820235,Average,1,Cloud Tech,Texas,4.65,2
EMP1281,Charlie,Brown,25.0,Sales-New York,Inactive,2023-08-30,115452.25,charlie.brown@example.com,-8485571616,Poor,0,Sales,New York,2.84,1
EMP1282,Heidi,Miller,30.0,HR-California,Inactive,2023-08-15,54141.38,heidi.miller@example.com,-6880294239,Average,0,HR,California,2.89,2
EMP1283,David,Davis,30.0,DevOps-Nevada,Active,2020-12-24,79251.95,david.davis@example.com,-9036788126,Good,0,DevOps,Nevada,5.52,3
EMP1284,Alice,Johnson,40.0,Finance-New York,Pending,2024-11-21,114822.78,alice.johnson@example.com,-8686694319,Good,1,Finance,New York,1.62,3
EMP1285,Alice,Williams,35.0,Sales-Illinois,Active,2021-11-17,69919.32,alice.williams@example.com,-2939087883,Average,1,Sales,Illinois,4.63,2
EMP1286,Heidi,Smith,30.0,Sales-Florida,Inactive,2021-01-29,106616.97,heidi.smith@example.com,-4344812307,Poor,0,Sales,Florida,5.43,1
EMP1287,Heidi,Jones,35.0,DevOps-New York,Active,2024-02-17,73597.85,heidi.jones@example.com,-3402424032,Poor,1,DevOps,New York,2.38,1
EMP1288,David,Smith,30.0,Sales-Nevada,Inactive,2024-08-20,79939.23,david.smith@example.com,-8105955183,Excellent,1,Sales,Nevada,1.87,4
EMP1290,Grace,Smith,30.0,Finance-California,Inactive,2021-09-10,90772.25,grace.smith@example.com,-2408916497,Average,0,Finance,California,4.81,2
EMP1291,Eva,Williams,35.0,DevOps-New York,Active,2023-09-29,58275.74,eva.williams@example.com,-3735439626,Good,0,DevOps,New York,2.76,3
EMP1292,Grace,Smith,30.0,DevOps-California,Pending,2020-08-28,94709.79,grace.smith@example.com,-3652717271,Excellent,0,DevOps,California,5.85,4
EMP1293,Frank,Johnson,30.0,Admin-New York,Active,2022-09-06,60722.99,frank.johnson@example.com,-2397240421,Excellent,1,Admin,New York,3.82,4
EMP1294,Frank,Johnson,40.0,DevOps-Illinois,Inactive,2024-03-31,87626.24,frank.johnson@example.com,-6931216375,Good,1,DevOps,Illinois,2.26,3
EMP1295,David,Brown,30.0,DevOps-Illinois,Active,2022-12-12,81272.36,david.brown@example.com,-1820916600,Poor,0,DevOps,Illinois,3.56,1
EMP1296,Bob,Miller,30.0,Cloud Tech-Texas,Pending,2022-11-01,64150.97,bob.miller@example.com,-23142899,Good,1,Cloud Tech,Texas,3.67,3
EMP1297,Charlie,Davis,35.0,Sales-Florida,Active,2023-10-25,64378.1,charlie.davis@example.com,-1851327971,Poor,0,Sales,Florida,2.69,1
EMP1298,Bob,Jones,30.0,Finance-Texas,Inactive,2020-09-27,85927.35,bob.jones@example.com,-4572308480,Good,0,Finance,Texas,5.77,3
EMP1299,Alice,Garcia,30.0,Finance-Nevada,Inactive,2024-01-21,51523.93,alice.garcia@example.com,-18418619,Average,1,Finance,Nevada,2.45,2
EMP1300,Alice,Smith,30.0,Sales-Texas,Active,2022-05-17,74117.02,alice.smith@example.com,-3036625435,Poor,0,Sales,Texas,4.13,1
EMP1301,Alice,Smith,25.0,Finance-Texas,Inactive,2022-04-17,62598.69,alice.smith@example.com,-1721314518,Average,1,Finance,Texas,4.21,2
EMP1302,Grace,Williams,35.0,Finance-Florida,Inactive,2022-02-08,55617.5,grace.williams@example.com,-5151092267,Excellent,1,Finance,Florida,4.4,4
EMP1303,Charlie,Miller,35.0,Cloud Tech-New York,Pending,2022-03-15,87018.98,charlie.miller@example.com,-5926249450,Good,1,Cloud Tech,New York,4.3,3
EMP1304,David,Johnson,25.0,Cloud Tech-California,Inactive,2023-10-11,100336.58,david.johnson@example.com,-4754102251,Excellent,1,Cloud Tech,California,2.73,4
EMP1305,Grace,Jones,30.0,Admin-Florida,Inactive,2020-11-13,69295.48,grace.jones@example.com,-6771196420,Excellent,0,Admin,Florida,5.64,4
EMP1306,Bob,Brown,25.0,DevOps-Florida,Pending,2024-04-17,115536.66,bob.brown@example.com,-5226557675,Excellent,1,DevOps,Florida,2.21,4
EMP1307,David,Johnson,30.0,Cloud Tech-Texas,Pending,2020-03-09,81250.87,david.johnson@example.com,-9523668787,Excellent,0,Cloud Tech,Texas,6.32,4
EMP1308,Alice,Garcia,30.0,DevOps-Texas,Inactive,2022-06-17,66403.75,alice.garcia@example.com,-7883619688,Good,0,DevOps,Texas,4.05,3
EMP1309,Alice,Miller,30.0,Sales-California,Active,2024-07-28,114147.79,alice.miller@example.com,-3135030586,Excellent,0,Sales,California,1.93,4
EMP1310,Frank,Garcia,30.0,HR-New York,Pending,2022-12-03,65472.99,frank.garcia@example.com,-2105524727,Good,0,HR,New York,3.58,3
EMP1311,Alice,Davis,30.0,Sales-Nevada,Active,2023-07-06,97512.51,alice.davis@example.com,-6333021259,Good,1,Sales,Nevada,3.0,3
EMP1312,Alice,Brown,35.0,DevOps-Nevada,Inactive,2024-05-28,86712.41,alice.brown@example.com,-6501917919,Average,1,DevOps,Nevada,2.1,2
EMP1313,Grace,Davis,30.0,HR-Florida,Active,2024-03-25,87654.98,grace.davis@example.com,-2521310961,Poor,0,HR,Florida,2.28,1
EMP1314,David,Williams,35.0,DevOps-New York,Inactive,2020-04-28,89367.02,david.williams@example.com,-2728476569,Poor,0,DevOps,New York,6.18,1
EMP1315,Charlie,Garcia,40.0,Admin-California,Active,2021-11-07,95269.41,charlie.garcia@example.com,-4120092819,Good,1,Admin,California,4.65,3
EMP1316,Frank,Williams,25.0,Sales-Nevada,Active,2020-04-15,68792.31,frank.williams@example.com,-6678498435,Average,0,Sales,Nevada,6.22,2
EMP1317,Alice,Smith,25.0,Admin-Illinois,Pending,2023-10-07,89119.53,alice.smith@example.com,-2418623689,Good,1,Admin,Illinois,2.74,3
EMP1318,Frank,Davis,35.0,Cloud Tech-New York,Active,2024-02-27,58212.13,frank.davis@example.com,-3628917755,Good,0,Cloud Tech,New York,2.35,3
EMP1319,Heidi,Miller,30.0,DevOps-Illinois,Pending,2021-02-22,77764.24,heidi.miller@example.com,-6205634110,Good,1,DevOps,Illinois,5.36,3
EMP1320,Frank,Garcia,35.0,Finance-Florida,Pending,2023-08-21,75148.17,frank.garcia@example.com,-5950342810,Average,0,Finance,Florida,2.87,2
EMP1321,Heidi,Jones,40.0,Cloud Tech-Nevada,Inactive,2024-04-08,108781.18,heidi.jones@example.com,-3904383033,Poor,0,Cloud Tech,Nevada,2.24,1
EMP1322,Frank,Brown,35.0,Finance-Texas,Pending,2024-11-04,65489.19,frank.brown@example.com,-1990970050,Average,1,Finance,Texas,1.66,2
EMP1323,Eva,Johnson,30.0,Sales-Illinois,Pending,2022-05-05,70663.46,eva.johnson@example.com,-4054683564,Excellent,0,Sales,Illinois,4.16,4
EMP1324,David,Miller,40.0,Sales-New York,Inactive,2023-02-01,95822.56,david.miller@example.com,-2156818208,Average,0,Sales,New York,3.42,2
EMP1325,Eva,Miller,40.0,DevOps-Nevada,Pending,2022-10-01,82258.03,eva.miller@example.com,-6790422710,Average,1,DevOps,Nevada,3.76,2
EMP1326,Frank,Williams,30.0,Admin-Nevada,Pending,2022-09-27,62883.34,frank.williams@example.com,-3322889856,Average,0,Admin,Nevada,3.77,2
EMP1327,Alice,Davis,30.0,Cloud Tech-Texas,Pending,2020-04-09,103503.72,alice.davis@example.com,-2545960632,Average,1,Cloud Tech,Texas,6.23,2
EMP1328,David,Garcia,25.0,DevOps-New York,Active,2021-03-23,85401.3,david.garcia@example.com,-9912971023,Poor,1,DevOps,New York,5.28,1
EMP1330,Eva,Smith,30.0,HR-Texas,Pending,2024-07-23,98850.14,eva.smith@example.com,-4955112746,Poor,0,HR,Texas,1.95,1
EMP1331,Charlie,Smith,25.0,Cloud Tech-Illinois,Active,2021-05-08,63435.24,charlie.smith@example.com,-4721970545,Poor,0,Cloud Tech,Illinois,5.16,1
EMP1332,Frank,Brown,35.0,Finance-Texas,Inactive,2022-04-11,82129.84,frank.brown@example.com,-6927589550,Average,0,Finance,Texas,4.23,2
EMP1333,David,Williams,35.0,DevOps-Texas,Pending,2024-10-23,95492.61,david.williams@example.com,-6874090379,Good,0,DevOps,Texas,1.69,3
EMP1334,Grace,Miller,40.0,Finance-Illinois,Inactive,2020-04-24,94572.37,grace.miller@example.com,-2146296135,Good,0,Finance,Illinois,6.19,3
EMP1335,Bob,Garcia,40.0,Finance-Nevada,Inactive,2023-03-04,118413.05,bob.garcia@example.com,-7157787111,Poor,0,Finance,Nevada,3.33,1
EMP1336,Alice,Jones,30.0,Admin-Nevada,Pending,2022-08-31,68976.65,alice.jones@example.com,-1663651558,Poor,1,Admin,Nevada,3.84,1
EMP1337,Eva,Williams,30.0,Sales-Nevada,Active,2021-01-02,115013.65,eva.williams@example.com,-7371470826,Average,0,Sales,Nevada,5.5,2
EMP1338,David,Brown,30.0,Admin-Nevada,Inactive,2020-06-06,70949.38,david.brown@example.com,-2359096055,Poor,1,Admin,Nevada,6.08,1
EMP1339,Grace,Brown,30.0,HR-Florida,Pending,2020-10-13,105334.87,grace.brown@example.com,-7303064420,Average,0,HR,Florida,5.72,2
EMP1340,Bob,Williams,30.0,DevOps-California,Active,2020-07-19,80596.18,bob.williams@example.com,-2146147682,Good,0,DevOps,California,5.96,3
EMP1341,Frank,Brown,30.0,Sales-Illinois,Inactive,2024-05-03,72846.37,frank.brown@example.com,-4201654234,Good,1,Sales,Illinois,2.17,3
EMP1342,Heidi,Williams,40.0,Admin-California,Pending,2022-02-07,80229.36,heidi.williams@example.com,-6778265959,Excellent,0,Admin,California,4.4,4
EMP1343,Grace,Johnson,25.0,Sales-California,Active,2023-12-31,55145.47,grace.johnson@example.com,-8931992549,Good,0,Sales,California,2.51,3
EMP1345,Eva,Davis,40.0,HR-California,Active,2020-09-28,56110.81,eva.davis@example.com,-7279103367,Good,0,HR,California,5.76,3
EMP1346,Grace,Williams,25.0,Cloud Tech-Texas,Inactive,2023-02-09,56514.5,grace.williams@example.com,-2963533904,Average,0,Cloud Tech,Texas,3.4,2
EMP1347,Frank,Brown,40.0,Cloud Tech-California,Inactive,2022-03-05,104541.84,frank.brown@example.com,-5044817765,Good,0,Cloud Tech,California,4.33,3
EMP1348,David,Garcia,30.0,Sales-New York,Pending,2022-02-18,61865.12,david.garcia@example.com,-5586851275,Excellent,1,Sales,New York,4.37,4
EMP1349,Eva,Davis,40.0,Admin-Texas,Active,2022-06-09,69317.33,eva.davis@example.com,-5289286645,Good,0,Admin,Texas,4.07,3
EMP1350,Bob,Brown,35.0,HR-New York,Pending,2023-07-04,84706.17,bob.brown@example.com,-4911110960,Average,0,HR,New York,3.0,2
EMP1351,Heidi,Smith,25.0,Admin-California,Active,2022-03-21,73255.21,heidi.smith@example.com,-7981789045,Average,0,Admin,California,4.29,2
EMP1352,Frank,Smith,40.0,HR-Florida,Pending,2023-05-02,59528.71,frank.smith@example.com,-3378613714,Poor,0,HR,Florida,3.17,1
EMP1353,David,Garcia,40.0,HR-New York,Inactive,2021-10-15,70401.37,david.garcia@example.com,-7660538443,Good,1,HR,New York,4.72,3
EMP1354,Heidi,Garcia,30.0,Admin-California,Inactive,2021-07-28,107154.62,heidi.garcia@example.com,-4630600024,Average,1,Admin,California,4.93,2
